year_month,price_usd_per_troy_oz,frequency,source,source_url,notes
2000-06,285.73,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-07,281.59,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-08,274.47,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-09,273.68,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-10,270.0,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-11,266.01,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-12,271.45,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-01,265.49,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-02,261.86,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-03,263.03,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-04,260.48,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-05,272.35,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-06,270.23,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-07,267.53,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-08,272.39,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-09,283.42,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-10,283.06,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-11,276.16,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2001-12,275.85,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-01,281.51,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-02,295.5,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-03,294.05,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-04,302.68,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-05,314.49,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-06,321.18,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-07,313.29,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-08,310.25,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-09,319.14,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-10,316.56,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-11,319.07,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2002-12,331.92,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-01,356.86,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-02,358.97,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-03,340.55,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-04,328.18,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-05,355.68,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-06,356.35,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-07,351.02,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-08,359.77,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-09,378.95,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-10,378.92,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-11,389.91,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2003-12,406.95,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-01,413.79,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-02,404.88,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-03,406.67,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-04,403.26,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-05,383.78,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-06,392.37,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-07,398.09,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-08,400.51,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-09,405.28,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-10,420.46,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-11,439.38,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2004-12,442.08,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-01,424.03,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-02,423.35,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-03,434.32,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-04,429.23,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-05,421.87,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-06,430.66,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-07,424.48,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-08,437.93,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-09,456.05,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-10,469.9,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-11,476.67,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2005-12,510.1,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-01,549.86,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-02,555.0,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-03,557.09,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-04,610.65,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-05,675.39,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-06,596.15,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-07,633.71,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-08,632.59,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-09,598.19,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-10,585.78,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-11,627.83,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2006-12,629.79,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-01,631.17,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-02,664.75,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-03,654.9,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-04,679.37,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-05,666.86,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-06,655.49,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-07,665.3,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-08,665.41,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-09,712.65,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-10,754.6,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-11,806.25,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2007-12,803.2,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-01,889.6,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-02,922.3,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-03,968.43,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-04,909.7,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-05,888.66,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-06,889.49,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-07,939.77,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-08,839.03,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-09,829.93,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-10,806.62,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-11,760.86,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2008-12,816.09,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-01,858.69,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-02,943.16,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-03,924.27,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-04,890.2,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-05,928.64,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-06,945.67,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-07,934.23,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-08,949.38,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-09,996.59,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-10,1043.16,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-11,1127.04,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2009-12,1134.72,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-01,1117.96,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-02,1095.41,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-03,1113.34,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-04,1148.69,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-05,1205.43,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-06,1232.92,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-07,1192.97,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-08,1215.81,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-09,1270.98,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-10,1342.02,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-11,1369.89,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2010-12,1390.55,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2011-01,1356.4,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2011-02,1372.73,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2011-03,1424.01,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2011-04,1473.81,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2011-05,1510.44,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2011-06,1528.66,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2011-07,1572.81,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2011-08,1755.81,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
