year_month,price_usd_per_troy_oz,frequency,source,source_url,notes
2022-11,1726.45,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2022-12,1796.74,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-01,1898.63,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-02,1854.54,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-03,1912.73,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-04,2000.42,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-05,1990.22,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-06,1942.9,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-07,1948.85,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-08,1920.03,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-09,1916.96,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-10,1913.04,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-11,1985.27,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2023-12,2029.29,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-01,2034.04,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-02,2023.24,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-03,2158.01,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-04,2335.49,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-05,2352.14,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-06,2326.33,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-07,2395.31,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-08,2467.97,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-09,2567.12,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-10,2690.08,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-11,2650.68,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2024-12,2644.07,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-01,2709.69,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-02,2894.73,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-03,2983.25,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-04,3207.48,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-05,3277.99,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-06,3352.0,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-07,3338.31,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-08,3362.99,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-09,3665.2,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-10,4053.28,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-11,4082.95,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2025-12,4289.48,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2026-01,4744.46,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2026-02,5019.53,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2026-03,4862.17,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2026-04,4723.88,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2026-05,4587.52,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
